"","PROTID","NN1","NN1","NN1","NN2","NN2","NN2","NN3","NN3","NN3","NO1","NO1","NO1","NO2","NO2","NO2","NO3","NO3","NO3","ON1","ON1","ON1","ON2","ON2","ON3","ON3","ON3","OO1","OO1","OO1","OO2","OO2","OO2","OO3","OO3","OO3"
"921","m.1563",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"922","m.15633",155.0424,206.6313,135.9529,292.9253,450.2276,246.0768,304.153,356.5219,336.993,224.9126,207.3188,187.1242,303.3891,223.6793,214.4992,168.2371,212.5809,206.0226,220.2378,301.0675,280.6594,287.768,444.3659,327.458,261.1578,230.8685,213.1416,241.5649,177.2018,197.94,193.431,252.6103,206.0375,219.1307,173.972
"923","m.15646",21.6181,23.3235,20.7909,19.5589,39.8956,36.4558,18.486,18.9908,18.1545,20.118,26.3262,17.0598,21.1513,27.9054,18.1587,18.5481,26.9944,36.1741,10.0393,0,11.2757,0,0,13.1559,0,0,0,0,0,0,0,0,0,0,0
"924","m.15654",11.1028,0,0,20.0904,0,0,9.4942,0,0,10.3323,0,0,10.863,0,0,9.5261,0,0,0,0,0,0,20.0358,0,0,0,0,0,0,0,0,0,0,0,0
"925","m.15663",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"926","m.15674",0,0,0,3.3363,6.8053,3.1093,3.1533,3.2394,0,3.4317,2.9938,0,10.8238,0,0,3.1639,3.0698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"927","m.15686",0,0,0,0,0,0,8.4802,0,8.3282,0,0,0,0,0,8.3301,0,8.2556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"928","m.1569",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"929","m.15693",65.9004,63.9891,76.0544,47.6985,91.2128,55.5657,73.2584,81.0477,66.4103,55.1946,53.5016,57.2052,58.0296,45.3688,60.8901,79.1585,76.8034,66.1635,55.0868,108.7728,96.2436,63.1703,112.9762,48.125,61.4397,70.2405,87.0503,82.1412,97.9149,92.9679,71.6767,75.7677,70.8946,91.4851,79.017
"930","m.15697",0,17.9192,31.947,15.027,30.6515,14.0044,0,0,0,0,0,13.1069,16.2504,71.4651,55.8047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"931","m.15700",5.1201,0,0,9.2647,4.7245,4.3171,8.7565,4.4978,4.2998,0,0,0,0,4.4061,4.3007,13.1789,4.2623,4.2838,0,10.5638,5.3411,8.1799,13.8594,6.2317,0,0,15.6076,10.6365,23.4075,27.7811,11.1377,10.7031,11.0162,10.9352,11.1621
"932","m.15711",4.9585,0,4.7688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"933","m.15722",0,28.137,0,62.9214,72.194,7.3299,14.8675,15.2734,73.0043,32.36,14.1153,13.7204,59.5387,0,0,14.9174,36.184,72.7329,16.1484,71.7438,45.3427,20.8328,70.5943,63.4841,150.5178,69.4932,61.8328,63.208,49.6786,75.4699,9.4552,81.7764,74.8165,74.2661,66.3315
"934","m.15724",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7301,0,0,2.3481,2.6522,0,3.915,0,0,0,0,0,0,0,0,0,0
"935","m.15750",5.0133,0,0,4.5357,4.6259,4.2271,2.1435,2.202,2.105,2.3327,2.035,0,4.905,2.1571,2.1055,2.1507,0,0,2.3281,0,0,2.0023,0,3.0509,0,0,0,0,0,0,0,0,0,0,0
"936","m.15756",0,7.9858,0,6.6968,0,12.4822,0,0,0,13.7764,0,0,7.242,6.3697,0,0,0,0,0,7.6358,7.7214,17.738,46.7503,0,9.8583,9.8617,7.5211,0,0,0,0,0,0,7.9042,0
"937","m.1576",83.628,60.15,99.5774,28.8237,40.4205,50.3666,71.5118,45.4779,66.885,29.6475,61.4278,119.4183,23.3778,68.5396,100.3505,41.0011,96.138,99.9546,85.0701,45.1895,66.4673,28.6298,21.559,58.1628,53.039,42.4455,44.5106,45.5006,36.4116,51.858,43.3134,54.1102,51.409,46.7782,56.4307
"938","m.15763",0,0,0,0,0,0,0,0,0,5.5427,4.8354,0,5.8274,5.1255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4633,6.4781,0,0,0,0
"939","m.15764",0,9.7959,0,16.4295,16.7561,7.6557,15.5283,23.9284,7.6249,25.3486,7.3713,0,26.6506,7.8135,7.6266,7.7902,0,0,0,18.7331,28.4148,21.7587,24.5773,0,0,0,27.6775,18.8621,0,19.706,29.6264,9.4901,29.3031,19.3917,9.8971
"940","m.15766",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"941","m.15770",0,0,0,47.0909,36.0204,43.8863,122.3964,137.1689,109.2739,12.1092,31.692,10.2685,0,55.9886,98.3691,100.4788,216.643,304.8298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"942","m.15776",0,0,0,0,0,0,0,0,0,17.7677,0,0,0,0,0,0,15.8939,0,0,19.696,19.9169,0,0,23.238,0,0,0,0,0,0,0,0,0,0,0
"943","m.15778",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"944","m.15787",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"945","m.15796",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.2514,0,0,0,0,19.4001,19.8316,0,20.719,20.7661,19.9558,0,0,20.8116
"946","m.15802",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"947","m.15803",9.917,21.3987,0,8.9724,9.1508,16.7237,8.4802,26.1353,16.6563,27.6866,8.0512,0,9.7029,8.5342,0,17.0174,8.2556,0,18.4217,10.2305,10.3452,15.8437,35.7922,0,0,0,10.0768,20.6018,34.0033,21.5236,0,10.3654,21.3372,0,10.8099
"948","m.15806",0,0,0,0,5.3553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.4733,0,0,0,0,0,0,0,0,0,0,0,0
"949","m.1582",7.1934,7.7608,0,6.5082,6.6376,6.0653,6.1512,0,6.0408,0,0,5.6766,0,0,0,12.3436,5.9882,6.0184,0,7.4207,7.5039,11.4922,12.981,43.7757,28.7419,28.7516,7.3092,14.9435,16.4429,7.8061,0,15.0371,15.477,15.3632,7.841
"950","m.15822",6.4041,0,0,5.7941,0,10.7996,0,5.6258,0,0,0,0,6.2658,5.5111,0,5.4947,0,0,0,0,0,10.2313,0,0,0,0,0,6.652,0,0,0,0,0,0,0
"951","m.15828",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"952","m.1583",49.9795,40.4416,48.067,45.2188,46.1178,42.1416,37.3961,49.3934,41.9719,52.3252,35.5041,34.5108,61.1253,53.7627,41.9815,58.9626,46.8068,31.3619,40.6178,51.559,52.1372,54.8957,39.4589,38.0193,33.2832,49.9416,50.7844,64.8924,71.4035,61.0164,47.5652,45.7092,47.0463,53.3717,47.6694
"953","m.15831",0,0,0,0,0,0,14.6801,0,0,31.9521,0,0,0,0,0,29.4588,0,0,0,0,0,41.1403,46.4696,0,0,22.8724,17.4438,0,39.2419,18.6296,0,17.9435,0,18.3325,18.713
"954","m.15832",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"955","m.15837",0,0,0,0,7.2503,0,0,0,0,0,0,0,0,6.7617,13.2,0,6.541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"956","m.15838",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4252,6.4973,0,0,0,0,0,0,0,0,0,0,0,6.7004,0,0
"957","m.15839",55.8173,48.1763,53.6814,20.2002,61.8054,47.0639,85.9146,78.4536,74.9989,114.2767,72.5049,70.4764,43.6896,19.2136,18.754,28.7344,46.4658,65.3802,51.8424,80.6137,69.8724,115.9273,100.7265,27.1744,14.8683,0,45.373,57.9777,38.277,36.3431,24.2839,35.0045,60.0474,47.6845,24.3371
"958","m.15842",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4922,0,0,0
"959","m.15850",0,0,0,0,0,0,8.9586,0,0,0,0,0,0,0,0,0,0,0,0,0,10.9288,0,9.4528,0,0,0,10.6452,10.882,11.9738,0,11.3948,10.9501,11.2704,11.1875,0
"960","m.15857",29.1845,10.4956,23.3897,22.0038,8.9765,24.6077,24.9561,42.7292,28.5933,13.5796,15.7957,7.6769,4.759,20.9291,16.3428,29.2133,24.295,20.3479,27.1062,20.0712,20.2963,19.4274,13.1664,29.6007,25.9133,25.9221,9.8848,15.157,11.1185,15.8352,26.4521,20.3359,15.6981,20.7768,21.208
"961","m.15859",4.9827,0,9.5841,9.0162,4.5977,4.2013,12.7824,13.1314,16.7376,18.5478,8.0905,15.7283,14.6254,12.8637,8.3707,8.5502,16.5917,20.8442,13.8837,15.4205,10.3957,11.9407,13.4875,18.1936,6.6363,0,25.3148,10.3511,22.7795,21.6286,10.8389,5.208,0,10.6418,5.4313
"962","m.15861",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"963","m.1587",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"964","m.15895",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"965","m.15896",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"966","m.15899",0,4.8335,0,12.16,8.2678,0,3.831,3.9356,0,8.3384,0,3.5354,8.7667,0,3.7631,15.3754,3.7295,0,0,0,4.6735,10.7362,20.2116,0,5.9669,0,9.1044,4.6535,5.1204,4.8617,4.8728,9.3652,0,9.5683,0
"967","m.159",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0471,0,0,0,0,0,0,0,0,0,0,0
"968","m.15906",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"969","m.1592",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6018,2.631,0,0,0,0,0,2.5627,2.6197,2.8826,2.7369,2.7432,2.6361,2.7133,2.6933,2.7492
"970","m.15923",5.0463,1.8148,1.6177,9.8922,3.1043,4.2549,15.8223,9.6048,12.0071,18.7845,12.9734,13.2742,9.8747,5.0664,5.6517,10.8242,6.3013,3.5184,7.0304,7.8087,4.3868,7.3902,5.3121,2.0473,1.1202,1.1206,4.273,5.2416,5.7675,4.5635,6.4034,7.9117,6.3335,4.4907,4.5839
"971","m.15932",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"972","m.15962",10.9247,35.3594,10.5066,9.884,0,0,0,0,0,10.1666,0,0,10.6888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.8552,0,0,0,0,0
"973","m.15964",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"974","m.15968",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"975","m.15985",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"976","m.15986",0,10.5458,0,8.8436,18.0389,8.2418,33.4341,17.1735,32.8345,18.1928,7.9356,0,19.1273,16.8234,8.2105,25.1598,0,0,9.0786,10.0836,20.3934,15.6163,17.6392,11.8969,13.0187,13.0231,9.9321,10.153,22.3435,21.2146,21.2629,10.2166,10.5155,20.8762,21.3095
"977","m.15993",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"978","m.1600",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0513,0,0,10.9362,12.1468,24.5661,9.4058,15.9363,0,0,0,11.9643,6.1152,13.4576,19.1665,19.2102,18.4606,25.3341,25.1478,25.6696
"979","m.16001",0,0,0,0,0,14.4751,14.6801,0,0,15.976,0,0,0,0,0,14.7294,14.2912,0,15.9448,17.7099,17.9085,27.4269,15.4899,20.8946,22.8647,22.8724,17.4438,17.8318,19.621,18.6296,18.6721,17.9435,0,0,0
"980","m.16005",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"981","m.16008",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"982","m.16009",5.0567,8.1834,7.2948,11.4376,11.665,10.6593,12.9723,13.3264,12.7396,18.8232,8.2106,5.9857,12.3688,6.5274,8.495,6.5079,12.6286,12.6923,18.7865,20.8661,18.4626,14.1377,13.6878,15.3865,23.5721,23.5801,23.1217,18.3835,26.0075,21.9498,19.2498,23.784,21.7597,21.5997,24.8039
"983","m.16029",8.7491,0,0,3.9579,0,3.6885,3.7407,7.6858,7.3473,4.071,0,6.9043,4.2801,0,0,3.7533,3.6416,0,4.063,9.0256,9.1268,6.9889,3.9471,5.3243,0,0,8.89,9.0877,9.9995,9.4943,4.758,9.1446,9.4121,4.6715,9.5368
"984","m.16036",0,0,0,0,0,0,5.7276,0,0,0,0,0,0,0,0,0,0,0,6.2211,6.9097,13.9745,10.701,12.0872,16.3047,17.842,8.924,6.8059,6.9573,7.6554,7.2686,14.5703,14.0018,7.2057,14.3054,7.3011
"985","m.16043",0,5.1377,0,12.9253,4.3941,0,0,0,7.9981,4.4316,0,0,9.3184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9463,0,5.1677,0,0,0,0,5.1908
"986","m.16056",0,6.5793,0,11.0347,11.2541,0,0,10.7142,0,5.6751,0,0,5.9666,5.2479,0,0,0,0,0,6.291,0,0,5.5024,0,0,0,6.1965,6.3343,6.9698,6.6177,0,0,6.5604,6.5121,0
"987","m.16060",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7441,0,0,0,0,0,3.544,0,0,0,0,0,0,2.8616,0,0
"988","m.16068",0,0,0,0,0,10.2532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"989","m.16090",32.0636,29.6511,4.4052,33.1537,29.5862,11.5866,19.5844,12.0715,15.3866,51.152,29.7498,18.0734,35.8529,19.709,15.3901,15.7201,11.4393,11.497,21.2717,14.1758,23.8914,40.2486,66.1272,16.7251,0,12.2055,23.2715,19.0312,15.7056,29.8241,19.928,28.7256,14.783,24.457,24.9646
"990","m.16099",18.9159,10.204,0,34.2281,8.7272,15.9494,32.3506,16.6169,31.7704,17.6032,15.357,22.3909,27.7611,16.2782,23.8332,24.3444,23.6201,15.8262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"991","m.161",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0512,0,0,0,0,0,0,0,0
"992","m.16108",8.407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0338,7.8084,0,0,6.7156,0,0,0,0,0,0,0,0,0,0,0,0,0
"993","m.1611",0,0,0,0,0,0,8.9586,0,8.798,0,8.5054,8.2674,0,0,0,0,8.7213,0,9.7304,0,0,8.3687,9.4528,38.2532,55.8133,41.8741,0,0,0,0,0,0,0,11.1875,0
"994","m.16119",8.7304,28.2573,16.7926,7.8988,16.1117,7.3613,0,7.6693,0,24.3737,7.0878,0,25.6256,0,0,0,7.2677,7.3044,16.2174,9.0063,9.1073,6.9739,15.7547,31.8777,11.6278,34.8951,8.871,9.0683,19.9564,0,0,0,0,9.3229,9.5164
"995","m.16132",0,0,0,0,10.9279,9.9857,5.0636,10.4036,0,11.0211,0,0,5.7936,15.2873,0,0,9.8588,0,0,6.1086,6.1771,0,0,7.2071,7.8867,0,12.0337,0,0,6.4259,0,0,0,6.3234,0
"996","m.16146",0,0,0,0,0,0,0,0,0,0,0,0,5.9136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"997","m.16148",5.2382,0,0,0,0,0,0,4.6016,0,0,0,4.1337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"998","m.16154",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"999","m.1617",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000","m.16180",8.043,4.3387,7.7352,10.9153,14.843,6.7816,17.1942,17.6637,10.1315,11.2273,6.5297,6.347,15.7386,6.9214,6.7559,20.7023,13.3909,10.0938,18.6755,16.5943,16.7804,6.4248,7.2571,9.7892,21.4244,21.4316,8.1725,8.3543,9.1925,8.7281,8.7479,4.2033,8.6525,4.2944,8.7671
"1001","m.16196",0,24.2586,0,0,2.9639,5.4168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2781,0,3.2639,0,0,0,0,3.3573,0,0,3.5013
"1002","m.16208",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.3008,0,0,0,0,0,0,0,0,0,0,0
"1003","m.16211",14.8037,7.9858,0,6.6968,0,6.2411,6.3295,0,0,27.5529,12.0185,0,14.484,12.7394,6.2174,0,6.1618,0,0,0,0,11.8254,20.0358,0,0,0,0,0,0,0,0,0,0,0,0
"1004","m.16222",6.9017,0,0,6.2443,12.7369,0,5.9018,0,0,19.2684,0,0,6.7527,0,0,5.9216,0,0,6.4102,14.2397,0,22.0527,12.4547,0,0,0,0,7.1689,15.7763,0,7.5067,7.2138,7.4248,0,7.5231
"1005","m.16224",0,0,0,0,0,0,0,0,0,0,5.6222,0,0,0,0,0,0,0,0,7.144,0,16.5956,12.4969,0,0,0,0,0,0,0,0,0,0,0,0
"1006","m.16226",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2824,0,0,0,0,0,0,6.6068,0,9.7523,0,0,0,0,0,0,0,0,0,0
"1007","m.16233",50.7556,54.7594,61.0167,34.4407,35.1254,21.398,54.2525,44.587,63.9354,35.4251,61.8093,60.08,12.4149,21.839,31.975,32.6608,42.2521,42.4652,35.3559,65.4495,79.4202,50.6801,57.2452,46.3316,50.7,33.8114,64.4663,65.9001,72.5123,55.079,55.2044,53.0502,81.9031,54.2004,55.3253
"1008","m.16234",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1009","m.16246",0,0,0,0,4.8584,0,4.5024,0,0,4.8999,0,0,5.1515,0,0,0,0,0,24.4515,32.5898,38.4478,16.8237,9.5015,6.4084,0,0,5.35,5.469,12.0355,5.7137,22.907,16.5098,16.9928,11.2452,11.4786
"1010","m.16247",0,0,5.6621,10.6531,5.4325,0,5.0344,5.1718,4.9441,10.9576,0,0,11.5205,0,0,5.0513,0,0,0,6.0734,0,0,0,14.3312,0,7.8439,0,0,0,0,0,0,0,0,0
"1011","m.16253",0,0,0,0,0,0,9.0986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1012","m.16258",15.5947,0,0,0,0,0,13.3353,0,0,43.5377,0,0,0,0,0,26.7602,0,0,14.4842,0,0,0,14.071,37.9612,20.7702,0,15.8459,16.1983,0,0,16.9617,16.2998,16.7766,0,16.9988
"1013","m.16259",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.2476
"1014","m.1626",12.5332,20.2828,6.0268,28.3484,34.6945,26.4193,26.7934,16.515,21.0503,17.4952,10.1752,9.8905,24.5251,26.9638,21.0551,32.2601,31.3003,20.9721,23.2814,38.7878,32.6857,35.0408,39.58,30.5087,25.039,33.3965,57.3077,39.0549,35.8113,34.002,34.0794,26.1997,33.7076,20.0758,20.4924
"1015","m.16270",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1016","m.16276",0,0,0,0,0,0,0,12.8188,24.5086,13.5796,11.8468,0,0,0,0,0,0,0,0,0,15.2222,0,0,0,0,0,0,0,16.6778,0,0,0,15.6981,0,0
"1017","m.16279",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1018","m.16281",46.1675,37.3571,77.7015,41.7699,31.9503,29.1956,49.3483,50.6957,38.7706,42.9638,37.4814,36.4327,33.8779,29.7973,9.6949,49.514,19.2164,57.9398,32.1599,23.8133,36.1205,27.6593,31.2423,14.0478,30.7446,30.755,23.4555,23.9772,0,25.05,25.1071,12.0637,24.8332,24.6505,25.1621
"1019","m.16282",0,0,6.6153,0,0,0,0,6.0425,11.5529,0,0,0,0,0,5.7778,0,0,0,0,0,0,0,6.2064,0,0,0,0,7.1447,7.8616,7.4644,7.4814,7.1895,7.3998,7.3453,7.4978
"1020","m.16290",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.5903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1021","m.16299",0,0,0,0,0,0,0,7.9761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1022","m.16303",6.3841,0,0,0,5.8908,0,0,0,0,17.8233,0,0,0,0,0,0,0,0,0,0,0,5.0997,11.5206,0,0,8.5057,0,0,0,0,6.9437,0,0,0,0
"1023","m.16304",0,0,0,0,7.3635,0,0,7.0103,6.7016,0,0,6.2974,0,0,0,0,6.6432,0,0,0,0,0,0,0,0,0,0,8.289,0,8.6599,8.6796,8.3409,17.1698,0,0
"1024","m.16308",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1025","m.16309",21.0609,11.3612,25.3188,9.5274,14.5752,8.8791,9.0048,4.6253,4.4217,24.4993,17.0985,4.155,15.4546,9.0621,8.8453,13.5525,0,0,14.6709,5.4316,5.4925,4.2059,0,6.4084,7.0126,7.015,5.35,10.9381,18.0533,5.7137,5.7267,5.5033,5.6643,5.6226,5.7393
"1026","m.16319",82.0813,78.7167,26.3135,66.0113,67.3238,69.2091,7.7988,24.0352,7.6589,42.4363,29.617,7.1971,53.5392,54.9388,45.9641,23.4749,15.1844,0,16.9414,18.8167,38.0555,14.5705,24.687,44.4011,48.5875,48.6039,55.6022,56.8388,52.1182,59.382,69.4368,47.6623,58.8679,48.6957,39.765
"1027","m.16321",0,0,0,0,0,0,0,0,0,8.4873,0,0,0,0,0,7.825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.8113,0,0
"1028","m.16332",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.1252,0,0,0,0,0,11.5589,10.9749,0,0,0,0,0
"1029","m.16351",207.907,107.2776,156.4836,130.8543,91.751,152.437,200.9742,166.7574,197.37,143.0067,102.7421,107.0009,150.3521,171.1367,121.4863,162.8704,127.9248,121.007,92.353,83.9259,103.7265,43.3248,81.5618,154.0285,132.4332,120.4344,91.8502,112.6716,103.3139,88.2847,98.3175,103.9292,87.5204,115.8354,88.6795
"1030","m.16363",0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0619,0,0,0,0,0,0,0,0,0,0,0,0,6.2595,0,0,0,0,0,0,0
"1031","m.16371",0,7.4211,0,6.2233,0,5.7998,0,12.085,5.7764,6.4012,0,0,0,0,0,0,0,0,0,7.0959,7.1755,5.4946,12.4128,16.7438,0,9.1644,0,7.1447,7.8616,7.4644,14.9628,7.1895,7.3998,7.3453,7.4978
"1032","m.16384",0,0,0,0,0,0,14.6801,15.0809,14.4168,0,0,0,0,0,0,0,0,0,15.9448,0,0,13.7134,30.9798,0,0,0,34.8876,17.8318,19.621,18.6296,18.6721,17.9435,18.4684,18.3325,18.713
"1033","m.16389",6.7201,7.2502,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7658,0,0,0,0,0,0,6.0635,0,0,0,0,0,0,0,0,0,0,0,0
"1034","m.1639",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.2869,0,0,0,10.3095
"1035","m.16406",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1036","m.16414",0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6078,0,0,0,0,0,0,0,0,0,0,0,6.7837,6.9346,0,7.2449,7.2614,6.978,7.1821,7.1293,7.2773
"1037","m.16423",0,0,0,6.1406,6.2627,11.4454,11.6075,5.9622,11.3993,0,5.5101,0,6.6405,0,0,5.8232,0,0,0,7.0016,0,5.4216,6.1239,0,0,0,6.8964,7.0498,23.2714,14.7304,0,7.0939,7.3014,7.2477,7.3981
"1038","m.16425",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1814,6.9822,0,0,0,0,0,0,0,0,0,0,0,0
"1039","m.16428",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1040","m.16437",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5424,8.7324,0,9.1232,0,0,9.0442,0,0
"1041","m.16442",0,0,0,47.637,87.4515,35.5162,36.0192,27.752,26.5299,0,0,0,51.5154,36.2483,35.3813,36.1401,35.0649,35.2417,29.3418,21.7265,10.9851,0,0,0,0,0,21.4001,21.8761,36.1066,22.8549,11.4535,11.0066,22.657,22.4904,22.9571
"1042","m.16446",0,0,0,0,0,0,0,0,0,20.6647,0,0,7.242,0,0,0,0,0,13.7495,0,0,0,20.0358,9.0089,9.8583,19.7233,0,0,8.4598,0,0,0,7.9628,0,0
"1043","m.16449",6.5548,7.0719,4.2026,7.9072,16.1289,9.2114,11.2102,9.5969,3.6697,16.2665,3.5477,0,23.5153,15.0421,5.5059,14.9972,3.6377,5.4841,2.0293,13.5239,4.5585,1.7453,7.8858,10.6373,5.8201,5.8221,2.2201,4.539,17.4805,4.7421,4.7529,2.2837,7.0516,9.3329,0
"1044","m.16461",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
